Id,SalePrice
1461,104498.8055
1462,156497.0132
1463,171598.7729
1464,179082.2231
1465,214854.955
1466,169658.3976
1467,182060.5449
1468,160459.5375
1469,194735.6559
1470,122455.8435
1471,187858.931
1472,102409.6109
1473,87571.69123
1474,145629.0137
1475,103164.8766
1476,361480.1009
1477,271413.6584
1478,302699.6415
1479,305318.9295
1480,441905.5508
1481,300602.5514
1482,222956.9754
1483,176488.0299
1484,175864.6001
1485,208693.4637
1486,203530.2105
1487,320772.3677
1488,235423.0337
1489,208689.9532
1490,241792.6262
1491,208028.8614
1492,77089.54749
1493,209153.2985
1494,315082.1239
1495,285621.826
1496,245743.1094
1497,172711.7033
1498,173342.1117
1499,166889.2578
1500,154390.5535
1501,200076.3959
1502,143410.3715
1503,279498.8473
1504,242690.006
1505,227227.1433
1506,182943.2884
1507,244393.0826
1508,199973.1224
1509,154428.6742
1510,144075.8915
1511,159029.7043
1512,176522.0646
1513,162088.2222
1514,161600.3836
1515,206802.5876
1516,158953.9556
1517,154477.1874
1518,119677.1821
1519,227726.1121
1520,127692.2745
1521,120540.1121
1522,193934.8565
1523,98712.22481
1524,128112.7148
1525,109275.8046
1526,115129.2861
1527,98641.60828
1528,135140.9276
1529,147497.1159
1530,202221.9646
1531,143518.3938
1532,106761.5519
1533,160873.5008
1534,142975.0879
1535,140214.4363
1536,87918.99752
1537,42774.92269
1538,166000.3459
1539,228489.0222
1540,125439.9372
1541,136952.0973
1542,130200.3428
1543,194476.9339
1544,93111.79995
1545,132829.2266
1546,154009.0598
1547,143409.9387
1548,149032.6321
1549,129963.7805
1550,152330.0229
1551,121282.877
1552,152006.5612
1553,161701.9557
1554,116691.5587
1555,153993.4379
1556,94023.39694
1557,111091.9478
1558,109226.6831
1559,78012.05297
1560,143758.0248
1561,139688.947
1562,133192.7942
1563,123905.6113
1564,159372.9644
1565,140024.4471
1566,240536.1245
1567,69714.60635
1568,246287.4508
1569,119774.2295
1570,139711.0522
1571,94364.96225
1572,137739.7001
1573,235079.0867
1574,125825.7005
1575,230230.5891
1576,251880.9754
1577,173928.4109
1578,152233.0782
1579,130526.8743
1580,191059.9224
1581,163262.7977
1582,135639.8135
1583,283930.0404
1584,226082.6893
1585,144374.6167
1586,36332.43356
1587,116110.5905
1588,157627.4673
1589,102603.8537
1590,128889.7227
1591,85620.09746
1592,122420.7229
1593,137116.2427
1594,141543.0272
1595,109891.8958
1596,228632.0221
1597,193816.5975
1598,214605.5585
1599,193362.687
1600,190362.8471
1601,48349.05927
1602,130261.2721
1603,84476.38789
1604,263517.1417
1605,245651.844
1606,165040.553
1607,172504.8897
1608,213923.4943
1609,202382.7739
1610,151386.5233
1611,135708.1503
1612,178500.4425
1613,163403.5252
1614,124172.221
1615,80902.75644
1616,59812.07823
1617,72338.62702
1618,120467.4478
1619,160448.0787
1620,169077.4716
1621,130464.6027
1622,152449.8357
1623,267588.0415
1624,220325.9932
1625,122416.7341
1626,176250.8308
1627,179236.2193
1628,269462.4007
1629,179048.4491
1630,337304.4869
1631,234875.5249
1632,240324.4181
1633,193318.8875
1634,185766.65
1635,179404.5663
1636,147325.1777
1637,185139.1727
1638,186145.0388
1639,172769.147
1640,246154.3635
1641,174697.8048
1642,250452.6058
1643,217648.4399
1644,230210.6716
1645,216840.5929
1646,160042.0922
1647,153442.4082
1648,128698.9096
1649,136086.7827
1650,113943.7023
1651,114398.4043
1652,101330.6871
1653,100066.1485
1654,145544.9942
1655,138511.5138
1656,142166.797
1657,155290.0461
1658,156425.7006
1659,116759.4137
1660,143377.4753
1661,397251.476
1662,355332.0508
1663,369155.6154
1664,427187.4667
1665,318807.9842
1666,310400.4099
1667,357961.1851
1668,351704.0728
1669,321144.8612
1670,351812.7189
1671,284698.5629
1672,391121.7243
1673,304537.7626
1674,263734.084
1675,217331.4509
1676,217373.0349
1677,221679.4507
1678,439223.8192
1679,357127.736
1680,331982.2402
1681,276526.532
1682,305829.9062
1683,199115.4898
1684,183739.0967
1685,189892.011
1686,177548.9125
1687,188872.6469
1688,194905.6535
1689,204908.2301
1690,205463.5381
1691,193760.372
1692,258860.6365
1693,191657.4557
1694,178476.3793
1695,174975.5213
1696,259870.7806
1697,173415.337
1698,326840.9199
1699,343472.6493
1700,272729.5576
1701,285552.3253
1702,227177.3206
1703,231558.6904
1704,275471.3589
1705,257193.6531
1706,337182.3253
1707,224783.0602
1708,208979.6156
1709,257162.4143
1710,225208.6634
1711,269191.1576
1712,265306.8846
1713,272347.1736
