Id,SalePrice
1461,102891.003
1462,151681.083
1463,154995.8848
1464,175171.94
1465,223579.6306
1466,167559.3124
1467,176280.1758
1468,157844.0739
1469,193124.9616
1470,115429.155
1471,167245.6184
1472,93670.85577
1473,83382.52968
1474,139911.9894
1475,95163.80268
1476,374357.6505
1477,288564.5485
1478,306797.2078
1479,308203.9224
1480,446208.3371
1481,312912.438
1482,224385.7571
1483,170859.8741
1484,168610.6278
1485,201621.5407
1486,197039.5165
1487,331252.8451
1488,233007.2986
1489,216016.4441
1490,242982.5926
1491,214027.087
1492,97241.28696
1493,212749.9668
1494,312408.7448
1495,292733.5709
1496,234955.4692
1497,173084.4522
1498,179831.7093
1499,154239.3574
1500,150303.3622
1501,198560.4442
1502,147734.4215
1503,259082.8061
1504,246401.7314
1505,229273.617
1506,182054.0309
1507,232459.7125
1508,193721.7939
1509,140390.148
1510,142926.8708
1511,148577.9539
1512,185395.1771
1513,168011.4405
1514,150857.5405
1515,206390.6638
1516,153603.4955
1517,164833.8757
1518,115756.8692
1519,207695.4926
1520,122592.4356
1521,112711.8672
1522,194359.2976
1523,97772.90046
1524,126324.6423
1525,106883.9485
1526,130397.1987
1527,110010.9225
1528,119001.0066
1529,152543.2357
1530,205850.6495
1531,152547.0002
1532,106913.3261
1533,157561.8342
1534,138016.0265
1535,117846.8778
1536,74452.11144
1537,58310.88033
1538,171215.331
1539,234654.8579
1540,138445.6808
1541,135353.0775
1542,132410.4772
1543,184891.1009
1544,97884.58996
1545,129634.9515
1546,157872.2182
1547,142575.0958
1548,153868.0223
1549,129384.3086
1550,143144.3753
1551,109060.4763
1552,157886.7433
1553,163414.6528
1554,112623.4845
1555,168193.35
1556,97751.18228
1557,117915.0674
1558,102203.1303
1559,99213.54421
1560,143542.4212
1561,154489.2074
1562,134747.046
1563,116477.2164
1564,158918.3913
1565,133193.1195
1566,229933.1133
1567,81410.68951
1568,242963.0828
1569,127016.7301
1570,145222.4419
1571,78532.68845
1572,127518.1197
1573,201363.35
1574,136092.5477
1575,232785.5748
1576,261015.7085
1577,165672.5311
1578,183424.7063
1579,127205.2345
1580,184642.987
1581,161715.3161
1582,141274.8008
1583,268473.0513
1584,226668.1666
1585,146732.0461
1586,62398.30393
1587,114854.9327
1588,136454.403
1589,115887.8944
1590,124398.0473
1591,77100.86353
1592,122343.6965
1593,148886.0276
1594,138569.1256
1595,110392.5968
